Complex1	Apo-GP96 dimer	endoplasmic reticulum lumen	Reactome DB_ID: 1678941	Protein2	
Complex570	HLA-Bw4:KIR3DS1:DAP12 dimer:KIR3DS1:HLA-Bw4	plasma membrane	Reactome DB_ID: 2272705	Complex569	
Complex570	HLA-Bw4:KIR3DS1:DAP12 dimer:KIR3DS1:HLA-Bw4	plasma membrane	Reactome DB_ID: 2272705	Complex558	
Complex571	DAP12 dimer:MDL-1	plasma membrane	Reactome DB_ID: 210234	Protein1042	
Complex571	DAP12 dimer:MDL-1	plasma membrane	Reactome DB_ID: 210234	Complex558	
Complex572	CD94:NKG2C:HLA-E	plasma membrane	Reactome DB_ID: 2326867	Complex573	
Complex572	CD94:NKG2C:HLA-E	plasma membrane	Reactome DB_ID: 2326867	Complex574	
Complex573	CD94:NKG2C	plasma membrane	Reactome DB_ID: 2326783	Protein1044	
Complex573	CD94:NKG2C	plasma membrane	Reactome DB_ID: 2326783	Protein1043	
Complex574	HLA-E	plasma membrane	Reactome DB_ID: 198912	Protein1035	
Complex574	HLA-E	plasma membrane	Reactome DB_ID: 198912	Protein1045	
Complex575	HLA-E:CD94:NKG2C:DAP12	plasma membrane	Reactome DB_ID: 2326822	Complex572	
Complex575	HLA-E:CD94:NKG2C:DAP12	plasma membrane	Reactome DB_ID: 2326822	Complex558	
Complex576	NKG2D dimer	plasma membrane	Reactome DB_ID: 210233	Protein1046	
Complex577	DAP12:NKG2D	plasma membrane	Reactome DB_ID: 210232	Complex576	
Complex577	DAP12:NKG2D	plasma membrane	Reactome DB_ID: 210232	Complex558	
Complex578	DAP12:NKp44	plasma membrane	Reactome DB_ID: 210241	Protein1047	
Complex578	DAP12:NKp44	plasma membrane	Reactome DB_ID: 210241	Complex558	
Complex579	SIRP beta1:DAP12	plasma membrane	Reactome DB_ID: 210222	Protein1033	
Complex579	SIRP beta1:DAP12	plasma membrane	Reactome DB_ID: 210222	Protein1048	
Complex58	PAMP:NOD oligomer:K63-polyUb-RIP2:NEMO:activated TAK1 complex	cytosol	Reactome DB_ID: 706477	Complex49	
Complex58	PAMP:NOD oligomer:K63-polyUb-RIP2:NEMO:activated TAK1 complex	cytosol	Reactome DB_ID: 706477	Complex59	
Complex580	DAP12 dimer:TRIM1	plasma membrane	Reactome DB_ID: 210248	Protein1049	
Complex580	DAP12 dimer:TRIM1	plasma membrane	Reactome DB_ID: 210248	Complex558	
Complex581	DAP12:TRIM2	plasma membrane	Reactome DB_ID: 210245	Protein1050	
Complex581	DAP12:TRIM2	plasma membrane	Reactome DB_ID: 210245	Complex558	
Complex582	SIGLEC14/15/16:DAP12 dimer	plasma membrane	Reactome DB_ID: 2326835	Protein1051	
Complex582	SIGLEC14/15/16:DAP12 dimer	plasma membrane	Reactome DB_ID: 2326835	Complex558	
Complex583	IREM2:DAP12	plasma membrane	Reactome DB_ID: 2426557	Protein1055	
Complex583	IREM2:DAP12	plasma membrane	Reactome DB_ID: 2426557	Complex558	
Complex584	CLM7:DAP12	plasma membrane	Reactome DB_ID: 2426564	Protein1056	
Complex584	CLM7:DAP12	plasma membrane	Reactome DB_ID: 2426564	Complex558	
Complex585	DAP12 receptors:DAP12 dimer	plasma membrane	Reactome DB_ID: 2395430	PhysicalEntity54	
Complex585	DAP12 receptors:DAP12 dimer	plasma membrane	Reactome DB_ID: 2395430	Complex558	
Complex586	DAP12 receptors:p-Y91,Y102-DAP12 dimer	plasma membrane	Reactome DB_ID: 2395423	Protein1057	
Complex586	DAP12 receptors:p-Y91,Y102-DAP12 dimer	plasma membrane	Reactome DB_ID: 2395423	Complex587	
Complex586	DAP12 receptors:p-Y91,Y102-DAP12 dimer	plasma membrane	Reactome DB_ID: 2395423	PhysicalEntity54	
Complex587	p-Y91,Y102-DAP12 dimer	plasma membrane	Reactome DB_ID: 2395437	Protein1059	
Complex588	DAP12 receptors:p-DAP12:SYK	plasma membrane	Reactome DB_ID: 210250	Complex586	
Complex588	DAP12 receptors:p-DAP12:SYK	plasma membrane	Reactome DB_ID: 210250	Protein922	
Complex589	DAP12 Receptors:p-DAP12:p-6Y-SYK	plasma membrane	Reactome DB_ID: 2395411	Protein923	
Complex589	DAP12 Receptors:p-DAP12:p-6Y-SYK	plasma membrane	Reactome DB_ID: 2395411	Complex586	
Complex59	PAMP:NOD oligomer:K63-polyUb-RIP2:NEMO	cytosol	Reactome DB_ID: 706480	Protein59	
Complex59	PAMP:NOD oligomer:K63-polyUb-RIP2:NEMO	cytosol	Reactome DB_ID: 706480	PhysicalEntity6	
Complex59	PAMP:NOD oligomer:K63-polyUb-RIP2:NEMO	cytosol	Reactome DB_ID: 706480	Complex60	
Complex590	DAP12 Receptors:p-DAP12:p-6Y-SYK:PI3K	plasma membrane	Reactome DB_ID: 2424456	Complex552	
Complex590	DAP12 Receptors:p-DAP12:p-6Y-SYK:PI3K	plasma membrane	Reactome DB_ID: 2424456	Protein923	
Complex590	DAP12 Receptors:p-DAP12:p-6Y-SYK:PI3K	plasma membrane	Reactome DB_ID: 2424456	Complex586	
Complex592	Activated FGFR:p-FRS2alpha:GRB2:GAB1:PI3K	plasma membrane	Reactome DB_ID: 1268234	Complex593	
Complex592	Activated FGFR:p-FRS2alpha:GRB2:GAB1:PI3K	plasma membrane	Reactome DB_ID: 1268234	Protein1006	
Complex593	Activated FGFR:p-FRS2alpha:GRB2:GAB1:PI3KR1	plasma membrane	Reactome DB_ID: 1268238	Complex594	
Complex593	Activated FGFR:p-FRS2alpha:GRB2:GAB1:PI3KR1	plasma membrane	Reactome DB_ID: 1268238	Complex595	
Complex594	GRB2:GAB1:PIK3R1	cytosol	Reactome DB_ID: 179864	Protein964	
Complex594	GRB2:GAB1:PIK3R1	cytosol	Reactome DB_ID: 179864	Protein1060	
Complex594	GRB2:GAB1:PIK3R1	cytosol	Reactome DB_ID: 179864	Protein1003	
Complex595	Activated FGFR:p-FRS2alpha	plasma membrane	Reactome DB_ID: 190350	PhysicalEntity55	
Complex595	Activated FGFR:p-FRS2alpha	plasma membrane	Reactome DB_ID: 190350	Protein1096	
Complex596	Activated FGFR1b homodimer	plasma membrane	Reactome DB_ID: 190430	SmallMolecule79	
Complex596	Activated FGFR1b homodimer	plasma membrane	Reactome DB_ID: 190430	Protein1061	
Complex596	Activated FGFR1b homodimer	plasma membrane	Reactome DB_ID: 190430	PhysicalEntity56	
Complex597	Activated FGFR1c homodimer 	plasma membrane	Reactome DB_ID: 190425	SmallMolecule79	
Complex597	Activated FGFR1c homodimer 	plasma membrane	Reactome DB_ID: 190425	Protein1076	
Complex597	Activated FGFR1c homodimer 	plasma membrane	Reactome DB_ID: 190425	Protein1067	
Complex598	Activated FGFR1c bound to FGF23:Klotho	plasma membrane	Reactome DB_ID: 500333	SmallMolecule79	
Complex598	Activated FGFR1c bound to FGF23:Klotho	plasma membrane	Reactome DB_ID: 500333	Complex599	
Complex598	Activated FGFR1c bound to FGF23:Klotho	plasma membrane	Reactome DB_ID: 500333	Protein1076	
Complex599	Klotho bound to FGF23	plasma membrane	Reactome DB_ID: 190208	Complex600	
Complex599	Klotho bound to FGF23	plasma membrane	Reactome DB_ID: 190208	Protein1075	
Complex6	FL-TLR9 dimer	endoplasmic reticulum membrane	Reactome DB_ID: 1678978	Protein5	
Complex60	PAMP:NOD oligomer:K63-Ub-RIP2	cytosol	Reactome DB_ID: 706482	Complex61	
Complex60	PAMP:NOD oligomer:K63-Ub-RIP2	cytosol	Reactome DB_ID: 706482	Protein88	
Complex600	Klotho homodimer	plasma membrane	Reactome DB_ID: 190309	Complex601	
Complex602	Membrane-bound Klotho homodimer	plasma membrane	Reactome DB_ID: 190204	Protein1077	
Complex603	Secreted Klotho homodimer	extracellular region	Reactome DB_ID: 190203	Protein1078	
Complex605	Activated FGFR2b long homodimer 	plasma membrane	Reactome DB_ID: 190411	Protein1081	
Complex605	Activated FGFR2b long homodimer 	plasma membrane	Reactome DB_ID: 190411	SmallMolecule79	
Complex605	Activated FGFR2b long homodimer 	plasma membrane	Reactome DB_ID: 190411	Protein1079	
Complex606	Activated FGFR2b short homodimer bound to FGF	plasma membrane	Reactome DB_ID: 192597	Protein1082	
Complex606	Activated FGFR2b short homodimer bound to FGF	plasma membrane	Reactome DB_ID: 192597	SmallMolecule79	
Complex606	Activated FGFR2b short homodimer bound to FGF	plasma membrane	Reactome DB_ID: 192597	Protein1079	
Complex608	Activated FGFR2c long homodimer 	plasma membrane	Reactome DB_ID: 190418	Protein1084	
Complex608	Activated FGFR2c long homodimer 	plasma membrane	Reactome DB_ID: 190418	Protein1083	
Complex608	Activated FGFR2c long homodimer 	plasma membrane	Reactome DB_ID: 190418	SmallMolecule79	
Complex609	Activated FGFR2c short homodimer bound to FGF	plasma membrane	Reactome DB_ID: 192592	Protein1087	
Complex609	Activated FGFR2c short homodimer bound to FGF	plasma membrane	Reactome DB_ID: 192592	Protein1084	
Complex609	Activated FGFR2c short homodimer bound to FGF	plasma membrane	Reactome DB_ID: 192592	SmallMolecule79	
Complex610	Activated FGFR3b homodimer	plasma membrane	Reactome DB_ID: 190380	Protein1089	
Complex610	Activated FGFR3b homodimer	plasma membrane	Reactome DB_ID: 190380	Protein1088	
Complex610	Activated FGFR3b homodimer	plasma membrane	Reactome DB_ID: 190380	SmallMolecule79	
Complex611	Activated FGFR3c homodimer 	plasma membrane	Reactome DB_ID: 190389	Protein1091	
Complex611	Activated FGFR3c homodimer 	plasma membrane	Reactome DB_ID: 190389	Protein1090	
Complex611	Activated FGFR3c homodimer 	plasma membrane	Reactome DB_ID: 190389	SmallMolecule79	
Complex612	Activated FGFR4 homodimer	plasma membrane	Reactome DB_ID: 190328	Protein1092	
Complex612	Activated FGFR4 homodimer	plasma membrane	Reactome DB_ID: 190328	Protein1094	
Complex612	Activated FGFR4 homodimer	plasma membrane	Reactome DB_ID: 190328	SmallMolecule79	
Complex613	Activated FGFR4 bound to FGF19:BetaKlotho	plasma membrane	Reactome DB_ID: 1307958	Protein1095	
Complex613	Activated FGFR4 bound to FGF19:BetaKlotho	plasma membrane	Reactome DB_ID: 1307958	Protein1094	
Complex613	Activated FGFR4 bound to FGF19:BetaKlotho	plasma membrane	Reactome DB_ID: 1307958	Protein1093	
Complex614	Activated FGFR:p-FRS2alpha:p-SHP2:GRB2:GAB1:PI3K	plasma membrane	Reactome DB_ID: 1268236	Complex615	
Complex614	Activated FGFR:p-FRS2alpha:p-SHP2:GRB2:GAB1:PI3K	plasma membrane	Reactome DB_ID: 1268236	Protein1006	
Complex615	Activated FGFR:p-FRS2alpha:p-SHP2:GRB2:GAB1:PI3KR1	plasma membrane	Reactome DB_ID: 1315468	Complex594	
Complex615	Activated FGFR:p-FRS2alpha:p-SHP2:GRB2:GAB1:PI3KR1	plasma membrane	Reactome DB_ID: 1315468	Complex616	
Complex616	Activated FGFR:p-FRS2-alpha:p-SHP2	plasma membrane	Reactome DB_ID: 190361	Protein173	
Complex616	Activated FGFR:p-FRS2-alpha:p-SHP2	plasma membrane	Reactome DB_ID: 190361	Complex595	
Complex617	PI3K:p-KIT:sSCF dimer:p-KIT	plasma membrane	Reactome DB_ID: 205177	Complex618	
Complex617	PI3K:p-KIT:sSCF dimer:p-KIT	plasma membrane	Reactome DB_ID: 205177	Complex619	
Complex618	PI3K alpha	cytosol	Reactome DB_ID: 198379	Protein1097	
Complex618	PI3K alpha	cytosol	Reactome DB_ID: 198379	Protein1006	
Complex619	p-KIT complex	plasma membrane	Reactome DB_ID: 205310	Complex620	
Complex619	p-KIT complex	plasma membrane	Reactome DB_ID: 205310	Protein1099	
Complex62	NOD1:iE-DAP oligomer	cytosol	Reactome DB_ID: 622306	Complex63	
Complex620	sSCF dimer	extracellular region	Reactome DB_ID: 1433307	Protein1100	
Complex621	CD28:PI3K	plasma membrane	Reactome DB_ID: 388783	Complex618	
Complex621	CD28:PI3K	plasma membrane	Reactome DB_ID: 388783	Complex622	
Complex622	phospho CD28:B7-1/B7-2	plasma membrane	Reactome DB_ID: 388777	Complex623	
Complex622	phospho CD28:B7-1/B7-2	plasma membrane	Reactome DB_ID: 388777	Protein1101	
Complex622	phospho CD28:B7-1/B7-2	plasma membrane	Reactome DB_ID: 388777	PhysicalEntity57	
Complex623	Phospho CD28 homodimer	plasma membrane	Reactome DB_ID: 388778	Protein1102	
Complex624	CD80 (B7-1) homodimer	plasma membrane	Reactome DB_ID: 179787	Protein1103	
Complex625	PDGF:Phospho-PDGF receptor dimer:PI3K	plasma membrane	Reactome DB_ID: 186789	Complex552	
Complex625	PDGF:Phospho-PDGF receptor dimer:PI3K	plasma membrane	Reactome DB_ID: 186789	Complex630	
Complex625	PDGF:Phospho-PDGF receptor dimer:PI3K	plasma membrane	Reactome DB_ID: 186789	Complex626	
Complex627	Phospho-alpha receptor homodimer	plasma membrane	Reactome DB_ID: 186816	Protein1105	
Complex628	Phospho-alpha-Phospho-beta receptor heterodimer	plasma membrane	Reactome DB_ID: 186769	Protein1105	
Complex628	Phospho-alpha-Phospho-beta receptor heterodimer	plasma membrane	Reactome DB_ID: 186769	Protein1106	
Complex629	Phospho-beta receptor homodimer	plasma membrane	Reactome DB_ID: 186805	Protein1106	
Complex63	NOD1:iE-DAP	cytosol	Reactome DB_ID: 168408	SmallMolecule6	
Complex63	NOD1:iE-DAP	cytosol	Reactome DB_ID: 168408	Protein89	
Complex631	PDGF A homodimer	extracellular region	Reactome DB_ID: 380761	Protein1107	
Complex632	PDGF B homodimer	extracellular region	Reactome DB_ID: 184206	Protein1110	
Complex633	PDGF A/B heterodimer	extracellular region	Reactome DB_ID: 380759	Protein1109	
Complex633	PDGF A/B heterodimer	extracellular region	Reactome DB_ID: 380759	Protein1111	
Complex634	PI3K bound to TRAT	plasma membrane	Reactome DB_ID: 202283	Complex552	
Complex634	PI3K bound to TRAT	plasma membrane	Reactome DB_ID: 202283	Protein1113	
Complex635	Phospho-IRS1/2:PI3K(p85:p110)	plasma membrane	Reactome DB_ID: 198344	Complex552	
Complex635	Phospho-IRS1/2:PI3K(p85:p110)	plasma membrane	Reactome DB_ID: 198344	Protein1114	
Complex636	PI3K:GRB2:GAB1:P-ERBB2:P-EGFR	plasma membrane	Reactome DB_ID: 1306961	Complex637	
Complex636	PI3K:GRB2:GAB1:P-ERBB2:P-EGFR	plasma membrane	Reactome DB_ID: 1306961	Protein1006	
Complex637	PI3Kp85:GRB2:GAB1:P-ERBB2:P-EGFR	plasma membrane	Reactome DB_ID: 1306962	Complex638	
Complex637	PI3Kp85:GRB2:GAB1:P-ERBB2:P-EGFR	plasma membrane	Reactome DB_ID: 1306962	Protein1117	
Complex638	EGF:p-EGFR:p-ERBB2:GRB2:GAB1	plasma membrane	Reactome DB_ID: 1306958	Complex640	
Complex638	EGF:p-EGFR:p-ERBB2:GRB2:GAB1	plasma membrane	Reactome DB_ID: 1306958	Complex639	
Complex639	GRB2:GAB1	cytosol	Reactome DB_ID: 179849	Protein964	
Complex639	GRB2:GAB1	cytosol	Reactome DB_ID: 179849	Protein1060	
Complex64	MDP:NOD2 oligomer	cytosol	Reactome DB_ID: 708350	Complex65	
Complex641	EGF:p-6Y-EGFR:p-6Y-ERBB2	plasma membrane	Reactome DB_ID: 1963593	Complex642	
Complex641	EGF:p-6Y-EGFR:p-6Y-ERBB2	plasma membrane	Reactome DB_ID: 1963593	Protein1118	
Complex642	EGF:p-6Y-EGFR	plasma membrane	Reactome DB_ID: 1248702	Protein1120	
Complex642	EGF:p-6Y-EGFR	plasma membrane	Reactome DB_ID: 1248702	Protein1119	
Complex643	EGF:p-6Y-EGFR:p-7Y-ERBB2	plasma membrane	Reactome DB_ID: 1248703	Protein1121	
Complex643	EGF:p-6Y-EGFR:p-7Y-ERBB2	plasma membrane	Reactome DB_ID: 1248703	Complex642	
Complex644	NRG1/2:p-ERBB3:p-ERBB2:PI3K	plasma membrane	Reactome DB_ID: 1250508	Complex645	
Complex644	NRG1/2:p-ERBB3:p-ERBB2:PI3K	plasma membrane	Reactome DB_ID: 1250508	Protein1006	
Complex645	NRG1/2:p-ERBB3:p-ERBB2:PIK3R1	plasma membrane	Reactome DB_ID: 1250191	Complex646	
Complex645	NRG1/2:p-ERBB3:p-ERBB2:PIK3R1	plasma membrane	Reactome DB_ID: 1250191	Protein1117	
Complex647	NRG1/2:p-10Y-ERBB3:p-Y-ERBB2	plasma membrane	Reactome DB_ID: 1963583	Protein1127	
Complex647	NRG1/2:p-10Y-ERBB3:p-Y-ERBB2	plasma membrane	Reactome DB_ID: 1963583	Complex648	
Complex648	NRG1/2:P-ERBB3	plasma membrane	Reactome DB_ID: 1248743	Protein1122	
Complex648	NRG1/2:P-ERBB3	plasma membrane	Reactome DB_ID: 1248743	PhysicalEntity58	
Complex649	NRG1/2:p-10Y-ERBB3:p-Y,877-ERBB2	plasma membrane	Reactome DB_ID: 1248749	Protein1128	
Complex649	NRG1/2:p-10Y-ERBB3:p-Y,877-ERBB2	plasma membrane	Reactome DB_ID: 1248749	Complex648	
Complex65	MDP:NOD2	cytosol	Reactome DB_ID: 168414	SmallMolecule7	
Complex65	MDP:NOD2	cytosol	Reactome DB_ID: 168414	Protein90	
Complex650	NRGs/EGFLs:p-ERBB4cyt1:p-ERBB2:PI3K	plasma membrane	Reactome DB_ID: 1306974	Complex651	
Complex650	NRGs/EGFLs:p-ERBB4cyt1:p-ERBB2:PI3K	plasma membrane	Reactome DB_ID: 1306974	Protein1006	
Complex651	NRGs/EGFLs:p-ERBB4cyt1:p-ERBB2:PIK3R1	plasma membrane	Reactome DB_ID: 1306942	Complex652	
Complex651	NRGs/EGFLs:p-ERBB4cyt1:p-ERBB2:PIK3R1	plasma membrane	Reactome DB_ID: 1306942	Protein1117	
Complex653	NRGs/EGFLs:p-ERBB4cyt1:p-6Y-ERBB2	plasma membrane	Reactome DB_ID: 1250316	Complex654	
Complex653	NRGs/EGFLs:p-ERBB4cyt1:p-6Y-ERBB2	plasma membrane	Reactome DB_ID: 1250316	Protein1118	
Complex654	NRGs/EGF-like ligands:P-ERBB4cyt1	plasma membrane	Reactome DB_ID: 1250305	Protein1136	
Complex654	NRGs/EGF-like ligands:P-ERBB4cyt1	plasma membrane	Reactome DB_ID: 1250305	PhysicalEntity59	
Complex655	NRGs/EGFLs:p-ERBB4cyt1:p-7Y-ERBB2	plasma membrane	Reactome DB_ID: 1963579	Protein1121	
Complex655	NRGs/EGFLs:p-ERBB4cyt1:p-7Y-ERBB2	plasma membrane	Reactome DB_ID: 1963579	Complex654	
Complex656	PI3K:p-ERBB4cyt1	plasma membrane	Reactome DB_ID: 1250373	Complex657	
Complex656	PI3K:p-ERBB4cyt1	plasma membrane	Reactome DB_ID: 1250373	Protein1006	
Complex657	PIK3R1:p-ERBB4cyt1	plasma membrane	Reactome DB_ID: 1250356	Complex658	
Complex657	PIK3R1:p-ERBB4cyt1	plasma membrane	Reactome DB_ID: 1250356	Protein1117	
Complex659	p-ERBB4jmAcyt1	plasma membrane	Reactome DB_ID: 1251953	Complex660	
Complex66	pUb-TRAF6:TAB1:TAB2/TAB3:free polyubiquitin chain : phospho-TAK1	cytosol	Reactome DB_ID: 847073	PhysicalEntity6	
Complex66	pUb-TRAF6:TAB1:TAB2/TAB3:free polyubiquitin chain : phospho-TAK1	cytosol	Reactome DB_ID: 847073	Protein86	
Complex66	pUb-TRAF6:TAB1:TAB2/TAB3:free polyubiquitin chain : phospho-TAK1	cytosol	Reactome DB_ID: 847073	Protein79	
Complex66	pUb-TRAF6:TAB1:TAB2/TAB3:free polyubiquitin chain : phospho-TAK1	cytosol	Reactome DB_ID: 847073	Protein81	
Complex66	pUb-TRAF6:TAB1:TAB2/TAB3:free polyubiquitin chain : phospho-TAK1	cytosol	Reactome DB_ID: 847073	Protein91	
Complex660	NRGs/EGF-like ligands:P-ERBB4jmAcyt1	plasma membrane	Reactome DB_ID: 1251957	Protein1137	
Complex660	NRGs/EGF-like ligands:P-ERBB4jmAcyt1	plasma membrane	Reactome DB_ID: 1251957	PhysicalEntity59	
Complex661	p-ERBB4jmBcyt1	plasma membrane	Reactome DB_ID: 1251954	Complex662	
Complex662	NRGs/EGF-like ligands:P-ERBB4jmBcyt1	plasma membrane	Reactome DB_ID: 1251958	Protein1138	
Complex662	NRGs/EGF-like ligands:P-ERBB4jmBcyt1	plasma membrane	Reactome DB_ID: 1251958	PhysicalEntity59	
Complex663	EGF:p-6Y-EGFR:GRB2:GAB1:PIK3	plasma membrane	Reactome DB_ID: 179791	Complex664	
Complex663	EGF:p-6Y-EGFR:GRB2:GAB1:PIK3	plasma membrane	Reactome DB_ID: 179791	Complex639	
Complex663	EGF:p-6Y-EGFR:GRB2:GAB1:PIK3	plasma membrane	Reactome DB_ID: 179791	Protein1003	
Complex663	EGF:p-6Y-EGFR:GRB2:GAB1:PIK3	plasma membrane	Reactome DB_ID: 179791	Protein1006	
Complex664	EGF:p-6Y-EGFR	plasma membrane	Reactome DB_ID: 179882	Complex665	
Complex665	EGF:Phospho-EGFR	plasma membrane	Reactome DB_ID: 179860	Protein1120	
Complex665	EGF:Phospho-EGFR	plasma membrane	Reactome DB_ID: 179860	Protein1119	
Complex666	CD19 Signalosome	plasma membrane	Reactome DB_ID: 2076233	Protein1142	
Complex666	CD19 Signalosome	plasma membrane	Reactome DB_ID: 2076233	Protein1141	
Complex666	CD19 Signalosome	plasma membrane	Reactome DB_ID: 2076233	Protein1139	
Complex666	CD19 Signalosome	plasma membrane	Reactome DB_ID: 2076233	Complex667	
Complex667	PIK3CD:PIK3R1	plasma membrane	Reactome DB_ID: 1045152	Protein1140	
Complex667	PIK3CD:PIK3R1	plasma membrane	Reactome DB_ID: 1045152	Protein1117	
Complex668	AKT:PIP3	plasma membrane	Reactome DB_ID: 2317329	Protein1147	
Complex668	AKT:PIP3	plasma membrane	Reactome DB_ID: 2317329	SmallMolecule65	
Complex669	PDK1:PIP3	plasma membrane	Reactome DB_ID: 377179	SmallMolecule65	
Complex669	PDK1:PIP3	plasma membrane	Reactome DB_ID: 377179	Protein1152	
Complex67	p-IRAK2:K63-linked pUb oligo-TRAF6:free K63-linked pUb:p-TAK1complex	cytosol	Reactome DB_ID: 937060	PhysicalEntity6	
Complex67	p-IRAK2:K63-linked pUb oligo-TRAF6:free K63-linked pUb:p-TAK1complex	cytosol	Reactome DB_ID: 937060	Complex68	
Complex67	p-IRAK2:K63-linked pUb oligo-TRAF6:free K63-linked pUb:p-TAK1complex	cytosol	Reactome DB_ID: 937060	Protein81	
Complex670	p-S-AKT:PIP3	plasma membrane	Reactome DB_ID: 2317310	SmallMolecule65	
Complex670	p-S-AKT:PIP3	plasma membrane	Reactome DB_ID: 2317310	Protein1153	
Complex671	TORC2 complex	cytosol	Reactome DB_ID: 198626	Protein1160	
Complex671	TORC2 complex	cytosol	Reactome DB_ID: 198626	Protein1158	
Complex671	TORC2 complex	cytosol	Reactome DB_ID: 198626	Protein1159	
Complex671	TORC2 complex	cytosol	Reactome DB_ID: 198626	Protein1157	
Complex672	AKT:PIP3:THEM4/TRIB3	plasma membrane	Reactome DB_ID: 199453	Protein1161	
Complex672	AKT:PIP3:THEM4/TRIB3	plasma membrane	Reactome DB_ID: 199453	Complex668	
Complex673	p-S-AKT:PDPK1:PIP3	plasma membrane	Reactome DB_ID: 2317313	Complex669	
Complex673	p-S-AKT:PDPK1:PIP3	plasma membrane	Reactome DB_ID: 2317313	Complex670	
Complex674	PTEN:Mg2+	cytosol	Reactome DB_ID: 199426	Protein1209	
Complex674	PTEN:Mg2+	cytosol	Reactome DB_ID: 199426	SmallMolecule59	
Complex675	PHLPP (Mn2+ cofactor)	cytosol	Reactome DB_ID: 199450	SmallMolecule80	
Complex675	PHLPP (Mn2+ cofactor)	cytosol	Reactome DB_ID: 199450	Protein1214	
Complex676	PDPK1:PIP2	plasma membrane	Reactome DB_ID: 2219520	SmallMolecule24	
Complex676	PDPK1:PIP2	plasma membrane	Reactome DB_ID: 2219520	Protein1152	
Complex678	miR-26A Endonucleolytic RISC	cytosol	Reactome DB_ID: 2318744	Protein1217	
Complex678	miR-26A Endonucleolytic RISC	cytosol	Reactome DB_ID: 2318744	Protein1219	
Complex678	miR-26A Endonucleolytic RISC	cytosol	Reactome DB_ID: 2318744	Complex679	
Complex679	miR-26A Endonucleolytic Minimal RISC	cytosol	Reactome DB_ID: 2318741	Rna1	
Complex679	miR-26A Endonucleolytic Minimal RISC	cytosol	Reactome DB_ID: 2318741	Protein1218	
Complex68	p-IRAK2:K63-linked pUb oligo-TRAF6	cytosol	Reactome DB_ID: 937064	Protein86	
Complex68	p-IRAK2:K63-linked pUb oligo-TRAF6	cytosol	Reactome DB_ID: 937064	Protein94	
Complex680	miR-26A Nonendonucleolytic RISC	cytosol	Reactome DB_ID: 2318738	Complex681	
Complex680	miR-26A Nonendonucleolytic RISC	cytosol	Reactome DB_ID: 2318738	Protein1217	
Complex680	miR-26A Nonendonucleolytic RISC	cytosol	Reactome DB_ID: 2318738	Protein1219	
Complex681	Argonaute1/3/4: miR-26A	cytosol	Reactome DB_ID: 2318739	Rna1	
Complex681	Argonaute1/3/4: miR-26A	cytosol	Reactome DB_ID: 2318739	Protein1223	
Complex682	PTEN mRNA:miR-26A RISC	cytosol	Reactome DB_ID: 2318750	Complex677	
Complex682	PTEN mRNA:miR-26A RISC	cytosol	Reactome DB_ID: 2318750	Rna4	
Complex683	p-SHC1:GRB2:SOS	cytosol	Reactome DB_ID: 2685672	Protein1229	
Complex683	p-SHC1:GRB2:SOS	cytosol	Reactome DB_ID: 2685672	Complex684	
Complex684	GRB2:SOS1	cytosol	Reactome DB_ID: 109797	Protein964	
Complex684	GRB2:SOS1	cytosol	Reactome DB_ID: 109797	Protein1230	
Complex685	p-5Y-LAT:p-SHC1:GRB2:SOS1	plasma membrane	Reactome DB_ID: 2424468	Protein1228	
Complex685	p-5Y-LAT:p-SHC1:GRB2:SOS1	plasma membrane	Reactome DB_ID: 2424468	Complex683	
Complex686	GADS:SLP76	cytosol	Reactome DB_ID: 2424463	Protein1232	
Complex686	GADS:SLP76	cytosol	Reactome DB_ID: 2424463	Protein1231	
Complex687	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:SLP76	plasma membrane	Reactome DB_ID: 2424464	Complex686	
Complex687	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:SLP76	plasma membrane	Reactome DB_ID: 2424464	Complex685	
Complex688	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:SLP76:PLCG	plasma membrane	Reactome DB_ID: 2396571	Complex687	
Complex688	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:SLP76:PLCG	plasma membrane	Reactome DB_ID: 2396571	Protein1008	
Complex689	p21 RAS:GDP	plasma membrane	Reactome DB_ID: 109796	Protein1233	
Complex689	p21 RAS:GDP	plasma membrane	Reactome DB_ID: 109796	SmallMolecule66	
Complex69	IkBs:NFkB	cytosol	Reactome DB_ID: 168130	Complex70	
Complex69	IkBs:NFkB	cytosol	Reactome DB_ID: 168130	Protein95	
Complex690	p21 RAS:GTP	plasma membrane	Reactome DB_ID: 109783	SmallMolecule54	
Complex690	p21 RAS:GTP	plasma membrane	Reactome DB_ID: 109783	Protein1233	
Complex691	p-Raf1(S259,S621):14-3-3 protein beta/alpha	cytosol	Reactome DB_ID: 109787	Protein1237	
Complex691	p-Raf1(S259,S621):14-3-3 protein beta/alpha	cytosol	Reactome DB_ID: 109787	Protein1238	
Complex692	RAS:RAF	plasma membrane	Reactome DB_ID: 109788	Protein1238	
Complex692	RAS:RAF	plasma membrane	Reactome DB_ID: 109788	Complex690	
Complex693	RAS:RAF:14-3-3	plasma membrane	Reactome DB_ID: 109789	Complex692	
