BiochemicalReaction1	Pro-EGF is cleaved to form mature EGF	Protein1	Protein2	
BiochemicalReaction1080	Recruitment of GRB2 to p-FADK1	Protein62	Complex1366	
BiochemicalReaction1080	Recruitment of GRB2 to p-FADK1	Complex1365	Complex1366	
BiochemicalReaction1081	Interaction of SOS with GRB2 bound to FADK1	Protein61	Complex1367	
BiochemicalReaction1081	Interaction of SOS with GRB2 bound to FADK1	Complex1366	Complex1367	
BiochemicalReaction1082	Recruitment of p130Cas to FADK1	Complex1365	Complex1368	
BiochemicalReaction1082	Recruitment of p130Cas to FADK1	Protein824	Complex1368	
BiochemicalReaction1083	Phosphorylation of p130Cas by SRC-FADK1 complex	SmallMolecule2	Complex1369	
BiochemicalReaction1083	Phosphorylation of p130Cas by SRC-FADK1 complex	Complex1368	Complex1369	
BiochemicalReaction1083	Phosphorylation of p130Cas by SRC-FADK1 complex	Complex1368	SmallMolecule3	
BiochemicalReaction1083	Phosphorylation of p130Cas by SRC-FADK1 complex	SmallMolecule2	SmallMolecule3	
BiochemicalReaction1084	Crk binding to p130cas	Protein438	Complex1370	
BiochemicalReaction1084	Crk binding to p130cas	Complex1369	Complex1370	
BiochemicalReaction1085	Integrin alpha IIb beta3 T779 phosphorylation blocks SHC binding	Complex1352	Complex1371	
BiochemicalReaction1086	Activated integrin alphaIIb beta3 binds SHC1	Protein95	Complex1372	
BiochemicalReaction1086	Activated integrin alphaIIb beta3 binds SHC1	Complex1353	Complex1372	
BiochemicalReaction1087	SHC1 bound to integrin alphaIIb beta3 is phosphorylated somehow	Complex1372	Complex1373	
BiochemicalReaction1088	SHC1 dissociates from integrin alphaIIb beta3	Complex1373	Protein372	
BiochemicalReaction1088	SHC1 dissociates from integrin alphaIIb beta3	Complex1373	Complex1353	
BiochemicalReaction1089	SYK binds to integrin alphaIIb beta3	Protein2994	Complex1374	
BiochemicalReaction1089	SYK binds to integrin alphaIIb beta3	Complex1361	Complex1374	
BiochemicalReaction109	Sprouty sequesters CBL away from active EGFR	Protein305	Complex194	
BiochemicalReaction109	Sprouty sequesters CBL away from active EGFR	Complex190	Complex194	
BiochemicalReaction1090	SYK activation by SRC	SmallMolecule2	Complex1375	
BiochemicalReaction1090	SYK activation by SRC	Complex1374	Complex1375	
BiochemicalReaction1090	SYK activation by SRC	Complex1374	SmallMolecule3	
BiochemicalReaction1090	SYK activation by SRC	SmallMolecule2	SmallMolecule3	
BiochemicalReaction11	IP3 binds to the IP3 receptor, opening the endoplasmic reticulum Ca2+ channel	SmallMolecule6	Complex9	
BiochemicalReaction11	IP3 binds to the IP3 receptor, opening the endoplasmic reticulum Ca2+ channel	Complex8	Complex9	
BiochemicalReaction110	FGFR1b binds to FGF	Protein100	Complex195	
BiochemicalReaction110	FGFR1b binds to FGF	PhysicalEntity9	Complex195	
BiochemicalReaction110	FGFR1b binds to FGF	SmallMolecule20	Complex195	
BiochemicalReaction111	Autocatalytic phosphorylation of FGFR1b	SmallMolecule2	SmallMolecule3	
BiochemicalReaction111	Autocatalytic phosphorylation of FGFR1b	Complex195	SmallMolecule3	
BiochemicalReaction111	Autocatalytic phosphorylation of FGFR1b	Complex195	Complex68	
BiochemicalReaction111	Autocatalytic phosphorylation of FGFR1b	SmallMolecule2	Complex68	
BiochemicalReaction112	FGFR1c binds to FGF	Protein106	Complex197	
BiochemicalReaction112	FGFR1c binds to FGF	Protein328	Complex197	
BiochemicalReaction112	FGFR1c binds to FGF	SmallMolecule20	Complex197	
BiochemicalReaction113	Autocatalytic phosphorylation of FGFR1c	Complex197	SmallMolecule3	
BiochemicalReaction113	Autocatalytic phosphorylation of FGFR1c	SmallMolecule2	SmallMolecule3	
BiochemicalReaction113	Autocatalytic phosphorylation of FGFR1c	SmallMolecule2	Complex69	
BiochemicalReaction113	Autocatalytic phosphorylation of FGFR1c	Complex197	Complex69	
BiochemicalReaction114	FGFR2b binds to FGF	Protein118	Complex199	
BiochemicalReaction114	FGFR2b binds to FGF	Protein329	Complex199	
BiochemicalReaction114	FGFR2b binds to FGF	SmallMolecule20	Complex199	
BiochemicalReaction115	Autocatalytic phosphorylation of FGFR2b	SmallMolecule2	SmallMolecule3	
BiochemicalReaction115	Autocatalytic phosphorylation of FGFR2b	Complex199	SmallMolecule3	
BiochemicalReaction115	Autocatalytic phosphorylation of FGFR2b	Complex199	Complex76	
BiochemicalReaction115	Autocatalytic phosphorylation of FGFR2b	SmallMolecule2	Complex76	
BiochemicalReaction116	FGFR2c binds to FGF	Protein332	Complex204	
BiochemicalReaction116	FGFR2c binds to FGF	SmallMolecule20	Complex204	
BiochemicalReaction116	FGFR2c binds to FGF	Protein123	Complex204	
BiochemicalReaction117	Autocatalytic phosphorylation of FGFR2c	Complex204	SmallMolecule3	
BiochemicalReaction117	Autocatalytic phosphorylation of FGFR2c	SmallMolecule2	SmallMolecule3	
BiochemicalReaction117	Autocatalytic phosphorylation of FGFR2c	SmallMolecule2	Complex79	
BiochemicalReaction117	Autocatalytic phosphorylation of FGFR2c	Complex204	Complex79	
BiochemicalReaction118	FGFR3b binds to FGF	Protein128	Complex209	
BiochemicalReaction118	FGFR3b binds to FGF	SmallMolecule20	Complex209	
BiochemicalReaction118	FGFR3b binds to FGF	Protein335	Complex209	
BiochemicalReaction119	Autocatalytic phosphorylation of FGFR3b	SmallMolecule2	SmallMolecule3	
BiochemicalReaction119	Autocatalytic phosphorylation of FGFR3b	Complex209	SmallMolecule3	
BiochemicalReaction119	Autocatalytic phosphorylation of FGFR3b	Complex209	Complex82	
BiochemicalReaction119	Autocatalytic phosphorylation of FGFR3b	SmallMolecule2	Complex82	
BiochemicalReaction12	Release of calcium from intracellular stores by IP3 receptor activation	SmallMolecule8	SmallMolecule9	
BiochemicalReaction120	FGFR3c binds to FGF	SmallMolecule20	Complex211	
BiochemicalReaction120	FGFR3c binds to FGF	Protein130	Complex211	
BiochemicalReaction120	FGFR3c binds to FGF	Protein336	Complex211	
BiochemicalReaction121	Autocatalytic phosphorylation of FGFR3c	Complex211	SmallMolecule3	
BiochemicalReaction121	Autocatalytic phosphorylation of FGFR3c	SmallMolecule2	SmallMolecule3	
BiochemicalReaction121	Autocatalytic phosphorylation of FGFR3c	SmallMolecule2	Complex83	
BiochemicalReaction121	Autocatalytic phosphorylation of FGFR3c	Complex211	Complex83	
BiochemicalReaction122	FGFR4 binds to FGF	Protein337	Complex213	
BiochemicalReaction122	FGFR4 binds to FGF	Protein131	Complex213	
BiochemicalReaction122	FGFR4 binds to FGF	SmallMolecule20	Complex213	
BiochemicalReaction123	Autocatalytic phosphorylation of FGFR4	Complex213	SmallMolecule3	
BiochemicalReaction123	Autocatalytic phosphorylation of FGFR4	SmallMolecule2	SmallMolecule3	
BiochemicalReaction123	Autocatalytic phosphorylation of FGFR4	SmallMolecule2	Complex84	
BiochemicalReaction123	Autocatalytic phosphorylation of FGFR4	Complex213	Complex84	
BiochemicalReaction124	FGFR4 binds BetaKlotho-bound FGF19	Protein337	Complex215	
BiochemicalReaction124	FGFR4 binds BetaKlotho-bound FGF19	Protein134	Complex215	
BiochemicalReaction124	FGFR4 binds BetaKlotho-bound FGF19	Protein132	Complex215	
BiochemicalReaction124	FGFR4 binds BetaKlotho-bound FGF19	SmallMolecule20	Complex215	
BiochemicalReaction125	Autocatalytic phosphorylation of BetaKlotho-bound FGFR4	Complex215	SmallMolecule3	
BiochemicalReaction125	Autocatalytic phosphorylation of BetaKlotho-bound FGFR4	SmallMolecule2	SmallMolecule3	
BiochemicalReaction125	Autocatalytic phosphorylation of BetaKlotho-bound FGFR4	SmallMolecule2	Complex85	
BiochemicalReaction125	Autocatalytic phosphorylation of BetaKlotho-bound FGFR4	Complex215	Complex85	
BiochemicalReaction126	FGFR1c binds to Klotho-bound FGF23	Protein328	Complex216	
BiochemicalReaction126	FGFR1c binds to Klotho-bound FGF23	SmallMolecule20	Complex216	
BiochemicalReaction126	FGFR1c binds to Klotho-bound FGF23	Complex71	Complex216	
BiochemicalReaction127	Autocatalytic phosphorylation of Klotho-bound FGFR1c	SmallMolecule2	SmallMolecule3	
BiochemicalReaction127	Autocatalytic phosphorylation of Klotho-bound FGFR1c	Complex216	SmallMolecule3	
BiochemicalReaction127	Autocatalytic phosphorylation of Klotho-bound FGFR1c	Complex216	Complex70	
BiochemicalReaction127	Autocatalytic phosphorylation of Klotho-bound FGFR1c	SmallMolecule2	Complex70	
BiochemicalReaction128	Activated FGFR binds FRS2alpha	PhysicalEntity4	Complex217	
BiochemicalReaction128	Activated FGFR binds FRS2alpha	Protein338	Complex217	
BiochemicalReaction129	Activated FGFR binds FRS2beta	Protein339	Complex218	
BiochemicalReaction129	Activated FGFR binds FRS2beta	PhysicalEntity4	Complex218	
BiochemicalReaction13	Calcium binds calmodulin	SmallMolecule9	Complex10	
BiochemicalReaction13	Calcium binds calmodulin	Protein23	Complex10	
BiochemicalReaction130	Phosphorylation of FRS2-alpha by activated FGFR	SmallMolecule2	SmallMolecule3	
BiochemicalReaction130	Phosphorylation of FRS2-alpha by activated FGFR	Complex217	SmallMolecule3	
BiochemicalReaction130	Phosphorylation of FRS2-alpha by activated FGFR	Complex217	Complex67	
BiochemicalReaction130	Phosphorylation of FRS2-alpha by activated FGFR	SmallMolecule2	Complex67	
BiochemicalReaction131	Phosphorylation of FRS2-beta by activated FGFR	Complex218	SmallMolecule3	
BiochemicalReaction131	Phosphorylation of FRS2-beta by activated FGFR	SmallMolecule2	SmallMolecule3	
BiochemicalReaction131	Phosphorylation of FRS2-beta by activated FGFR	SmallMolecule2	Complex220	
BiochemicalReaction131	Phosphorylation of FRS2-beta by activated FGFR	Complex218	Complex220	
BiochemicalReaction132	Activated FGFR and FRS2 bind to SHP2	Complex221	Complex222	
BiochemicalReaction132	Activated FGFR and FRS2 bind to SHP2	Protein272	Complex222	
BiochemicalReaction133	SHP2 is phosphorylated by activated FGFR	SmallMolecule2	SmallMolecule3	
BiochemicalReaction133	SHP2 is phosphorylated by activated FGFR	Complex222	SmallMolecule3	
BiochemicalReaction133	SHP2 is phosphorylated by activated FGFR	Complex222	Complex223	
BiochemicalReaction133	SHP2 is phosphorylated by activated FGFR	SmallMolecule2	Complex223	
BiochemicalReaction134	GRB2:SOS1 binds to p-FRS2:activated FGFR	Complex221	Complex224	
BiochemicalReaction134	GRB2:SOS1 binds to p-FRS2:activated FGFR	Complex28	Complex224	
BiochemicalReaction135	Ras nucleotide exchange by GRB2:SOS1 bound to p-FRS2:activated FGFR	SmallMolecule17	Complex31	
BiochemicalReaction135	Ras nucleotide exchange by GRB2:SOS1 bound to p-FRS2:activated FGFR	Complex30	Complex31	
BiochemicalReaction135	Ras nucleotide exchange by GRB2:SOS1 bound to p-FRS2:activated FGFR	Complex30	SmallMolecule18	
BiochemicalReaction135	Ras nucleotide exchange by GRB2:SOS1 bound to p-FRS2:activated FGFR	SmallMolecule17	SmallMolecule18	
BiochemicalReaction136	Activated FGFR binds PLC-gamma	PhysicalEntity4	Complex225	
BiochemicalReaction136	Activated FGFR binds PLC-gamma	Protein342	Complex225	
BiochemicalReaction136	Activated FGFR binds PLC-gamma	SmallMolecule19	Complex225	
BiochemicalReaction137	PLC-gamma phosphorylation by FGFR	Complex225	SmallMolecule3	
BiochemicalReaction137	PLC-gamma phosphorylation by FGFR	SmallMolecule2	SmallMolecule3	
BiochemicalReaction137	PLC-gamma phosphorylation by FGFR	SmallMolecule2	Complex226	
BiochemicalReaction137	PLC-gamma phosphorylation by FGFR	Complex225	Complex226	
BiochemicalReaction138	Activated PLC gamma release by activated FGFR	Complex226	PhysicalEntity4	
BiochemicalReaction138	Activated PLC gamma release by activated FGFR	Complex226	Protein12	
BiochemicalReaction139	Activated FGFR recruits SHC1	PhysicalEntity4	Complex227	
BiochemicalReaction139	Activated FGFR recruits SHC1	Protein343	Complex227	
BiochemicalReaction14	Adenylate cyclase produces cAMP	SmallMolecule2	SmallMolecule10	
BiochemicalReaction14	Adenylate cyclase produces cAMP	SmallMolecule2	SmallMolecule11	
BiochemicalReaction140	SHC1 is phosphorylated	Complex227	SmallMolecule3	
BiochemicalReaction140	SHC1 is phosphorylated	SmallMolecule2	SmallMolecule3	
BiochemicalReaction140	SHC1 is phosphorylated	SmallMolecule2	Complex228	
BiochemicalReaction140	SHC1 is phosphorylated	Complex227	Complex228	
BiochemicalReaction141	GRB2:SOS1 is recruited to activated FGFR through p-SHC1	Complex228	Complex229	
BiochemicalReaction141	GRB2:SOS1 is recruited to activated FGFR through p-SHC1	Complex28	Complex229	
BiochemicalReaction142	Ras nucleotide exchange by GRB2:SOS1 through p-SHC	SmallMolecule17	Complex31	
BiochemicalReaction142	Ras nucleotide exchange by GRB2:SOS1 through p-SHC	Complex30	Complex31	
BiochemicalReaction142	Ras nucleotide exchange by GRB2:SOS1 through p-SHC	Complex30	SmallMolecule18	
BiochemicalReaction142	Ras nucleotide exchange by GRB2:SOS1 through p-SHC	SmallMolecule17	SmallMolecule18	
BiochemicalReaction143	GRB2:GAB1:PI3Kreg binds directly to p-FRS2:activated FGFR	Complex61	Complex66	
BiochemicalReaction143	GRB2:GAB1:PI3Kreg binds directly to p-FRS2:activated FGFR	Complex67	Complex66	
BiochemicalReaction144	GRB2:GAB1:PI3Kreg binds to p-SHP2 on p-FRS2:activated FGFR 	Complex88	Complex87	
BiochemicalReaction144	GRB2:GAB1:PI3Kreg binds to p-SHP2 on p-FRS2:activated FGFR 	Complex61	Complex87	
BiochemicalReaction145	PI3K catalytic subunit is recruited by FGFR-associated PI3KR1	Complex66	Complex65	
BiochemicalReaction145	PI3K catalytic subunit is recruited by FGFR-associated PI3KR1	Protein99	Complex65	
BiochemicalReaction146	PI3K catalytic subunit binds to GRB2:GAB1:PI3Kreg (indirect)	Complex87	Complex86	
BiochemicalReaction146	PI3K catalytic subunit binds to GRB2:GAB1:PI3Kreg (indirect)	Protein99	Complex86	
BiochemicalReaction147	FGFR-associated PI3K phosphorylates PIP2 to PIP3	SmallMolecule4	SmallMolecule3	
BiochemicalReaction147	FGFR-associated PI3K phosphorylates PIP2 to PIP3	SmallMolecule2	SmallMolecule3	
BiochemicalReaction147	FGFR-associated PI3K phosphorylates PIP2 to PIP3	SmallMolecule2	SmallMolecule19	
BiochemicalReaction147	FGFR-associated PI3K phosphorylates PIP2 to PIP3	SmallMolecule4	SmallMolecule19	
BiochemicalReaction148	FGFR associated PI3K phosphorylates PIP2 to PIP3	SmallMolecule4	SmallMolecule3	
BiochemicalReaction148	FGFR associated PI3K phosphorylates PIP2 to PIP3	SmallMolecule2	SmallMolecule3	
BiochemicalReaction148	FGFR associated PI3K phosphorylates PIP2 to PIP3	SmallMolecule2	SmallMolecule19	
BiochemicalReaction148	FGFR associated PI3K phosphorylates PIP2 to PIP3	SmallMolecule4	SmallMolecule19	
BiochemicalReaction149	Activated ERK1/2 threonine-phosphorylate FRS2alpha.	SmallMolecule2	SmallMolecule3	
BiochemicalReaction149	Activated ERK1/2 threonine-phosphorylate FRS2alpha.	Complex217	SmallMolecule3	
BiochemicalReaction149	Activated ERK1/2 threonine-phosphorylate FRS2alpha.	Complex217	Complex219	
BiochemicalReaction149	Activated ERK1/2 threonine-phosphorylate FRS2alpha.	SmallMolecule2	Complex219	
BiochemicalReaction15	cAMP induces dissociation of inactive PKA tetramers	Complex13	Protein39	
BiochemicalReaction15	cAMP induces dissociation of inactive PKA tetramers	SmallMolecule10	Protein39	
BiochemicalReaction15	cAMP induces dissociation of inactive PKA tetramers	SmallMolecule10	Complex14	
BiochemicalReaction15	cAMP induces dissociation of inactive PKA tetramers	Complex13	Complex14	
BiochemicalReaction150	p-CBL:GRB2 binds p-FRS2alpha:activated FGFR	Complex88	Complex231	
BiochemicalReaction150	p-CBL:GRB2 binds p-FRS2alpha:activated FGFR	Complex173	Complex231	
BiochemicalReaction151	CBL ubiquitinates FRS2 and FGFR	Protein281	Complex232	
BiochemicalReaction151	CBL ubiquitinates FRS2 and FGFR	Complex231	Complex232	
BiochemicalReaction152	PPA2A dephosphorylates SPRY2	Complex233	SmallMolecule21	
BiochemicalReaction152	PPA2A dephosphorylates SPRY2	Complex233	Complex235	
BiochemicalReaction153	SPRY2 translocates to the plasma membrane	Complex235	Complex236	
BiochemicalReaction154	SRC phosphorylates SPRY2 on Y55 and Y227	Complex236	SmallMolecule3	
BiochemicalReaction154	SRC phosphorylates SPRY2 on Y55 and Y227	SmallMolecule2	SmallMolecule3	
BiochemicalReaction154	SRC phosphorylates SPRY2 on Y55 and Y227	SmallMolecule2	Complex237	
BiochemicalReaction154	SRC phosphorylates SPRY2 on Y55 and Y227	Complex236	Complex237	
BiochemicalReaction155	SPRY2 binds GRB2	Protein62	Complex239	
BiochemicalReaction155	SPRY2 binds GRB2	Complex237	Complex239	
BiochemicalReaction156	SPRY2 binds CBL	Protein302	Complex240	
BiochemicalReaction156	SPRY2 binds CBL	Complex237	Complex240	
BiochemicalReaction156	SPRY2 binds CBL	Complex237	Complex234	
BiochemicalReaction156	SPRY2 binds CBL	Protein302	Complex234	
BiochemicalReaction157	Phosphorylated SPRY2 is ubiquitinated by CBL	Protein281	Complex241	
BiochemicalReaction157	Phosphorylated SPRY2 is ubiquitinated by CBL	Complex240	Complex241	
BiochemicalReaction158	CBL dissociates from ubiquitinated p-SPRY2	Complex241	Protein302	
BiochemicalReaction158	CBL dissociates from ubiquitinated p-SPRY2	Complex241	Complex242	
BiochemicalReaction159	SPRY2 is phosphorylated by phosphorylated MNK1	SmallMolecule2	SmallMolecule3	
BiochemicalReaction159	SPRY2 is phosphorylated by phosphorylated MNK1	Complex236	SmallMolecule3	
BiochemicalReaction159	SPRY2 is phosphorylated by phosphorylated MNK1	Complex236	Complex238	
BiochemicalReaction159	SPRY2 is phosphorylated by phosphorylated MNK1	SmallMolecule2	Complex238	
BiochemicalReaction16	PKA catalytic subunit translocates to the nucleus	Protein39	Protein43	
BiochemicalReaction160	SPRY2 is serine phosphorylated in response to MAPK activation	Complex243	Complex244	
BiochemicalReaction161	B-RAF dissociates from S111/S120 p-SPRY2	Complex244	Protein358	
BiochemicalReaction161	B-RAF dissociates from S111/S120 p-SPRY2	Complex244	Protein359	
BiochemicalReaction162	SHP2 dephosphorylates SPRY2	Complex239	Protein62	
BiochemicalReaction162	SHP2 dephosphorylates SPRY2	Complex239	Complex237	
BiochemicalReaction163	p-MEK phosphorylates ERK	SmallMolecule2	SmallMolecule3	
BiochemicalReaction163	p-MEK phosphorylates ERK	Complex245	SmallMolecule3	
BiochemicalReaction163	p-MEK phosphorylates ERK	Complex245	Complex246	
BiochemicalReaction163	p-MEK phosphorylates ERK	SmallMolecule2	Complex246	
BiochemicalReaction164	Dissociation of p-ERK from p-MEK	Complex246	Protein363	
BiochemicalReaction164	Dissociation of p-ERK from p-MEK	Complex246	Protein364	
BiochemicalReaction165	p-ERK dimerizes	Protein363	Complex230	
BiochemicalReaction166	Insulin binding	Complex247	Complex249	
BiochemicalReaction166	Insulin binding	Complex248	Complex249	
BiochemicalReaction167	Autophosphorylation of insulin receptor	Complex249	SmallMolecule3	
BiochemicalReaction167	Autophosphorylation of insulin receptor	SmallMolecule2	SmallMolecule3	
BiochemicalReaction167	Autophosphorylation of insulin receptor	SmallMolecule2	Complex250	
BiochemicalReaction167	Autophosphorylation of insulin receptor	Complex249	Complex250	
BiochemicalReaction168	Binding of SHC to insulin receptor	Complex250	Complex252	
BiochemicalReaction168	Binding of SHC to insulin receptor	Protein95	Complex252	
BiochemicalReaction169	Phosphorylation of SHC	SmallMolecule2	SmallMolecule3	
BiochemicalReaction169	Phosphorylation of SHC	Complex252	SmallMolecule3	
BiochemicalReaction169	Phosphorylation of SHC	Complex252	Complex253	
BiochemicalReaction169	Phosphorylation of SHC	SmallMolecule2	Complex253	
BiochemicalReaction17	PKA phosphorylates CREB	SmallMolecule13	SmallMolecule14	
BiochemicalReaction17	PKA phosphorylates CREB	Protein47	SmallMolecule14	
BiochemicalReaction17	PKA phosphorylates CREB	Protein47	Protein48	
BiochemicalReaction17	PKA phosphorylates CREB	SmallMolecule13	Protein48	
BiochemicalReaction170	Dissociation of SHC-P from insulin receptor	Complex253	Protein372	
