Complex1	TP53 Tetramer	nucleoplasm	Reactome DB_ID: 3209194	Protein1	
Complex357	RNA primer-DNA primer:G-strand extended telomere:PCNA 	nucleoplasm	Reactome DB_ID: 174450	PhysicalEntity11	
Complex357	RNA primer-DNA primer:G-strand extended telomere:PCNA 	nucleoplasm	Reactome DB_ID: 174450	PhysicalEntity10	
Complex358	Processive complex loaded on telomere	nucleoplasm	Reactome DB_ID: 174453	Complex122	
Complex358	Processive complex loaded on telomere	nucleoplasm	Reactome DB_ID: 174453	Complex357	
Complex359	Processive complex loaded on telomere:Okazaki fragment complex	nucleoplasm	Reactome DB_ID: 174435	SmallMolecule29	
Complex359	Processive complex loaded on telomere:Okazaki fragment complex	nucleoplasm	Reactome DB_ID: 174435	Complex119	
Complex359	Processive complex loaded on telomere:Okazaki fragment complex	nucleoplasm	Reactome DB_ID: 174435	PhysicalEntity47	
Complex359	Processive complex loaded on telomere:Okazaki fragment complex	nucleoplasm	Reactome DB_ID: 174435	Complex122	
Complex359	Processive complex loaded on telomere:Okazaki fragment complex	nucleoplasm	Reactome DB_ID: 174435	PhysicalEntity10	
Complex36	Kinetochore:Mad1:MAD2 Complex	cytosol	Reactome DB_ID: 141427	Protein132	
Complex36	Kinetochore:Mad1:MAD2 Complex	cytosol	Reactome DB_ID: 141427	Complex35	
Complex360	Processive complex loaded on telomere:Okazaki fragment:Flap	nucleoplasm	Reactome DB_ID: 174431	SmallMolecule29	
Complex360	Processive complex loaded on telomere:Okazaki fragment:Flap	nucleoplasm	Reactome DB_ID: 174431	Complex119	
Complex360	Processive complex loaded on telomere:Okazaki fragment:Flap	nucleoplasm	Reactome DB_ID: 174431	PhysicalEntity47	
Complex360	Processive complex loaded on telomere:Okazaki fragment:Flap	nucleoplasm	Reactome DB_ID: 174431	Complex122	
Complex360	Processive complex loaded on telomere:Okazaki fragment:Flap	nucleoplasm	Reactome DB_ID: 174431	PhysicalEntity18	
Complex361	Processive complex loaded on telomere:Okazaki fragment:Flap:RPA heterotrimer	nucleoplasm	Reactome DB_ID: 174436	Complex360	
Complex361	Processive complex loaded on telomere:Okazaki fragment:Flap:RPA heterotrimer	nucleoplasm	Reactome DB_ID: 174436	Complex16	
Complex362	Processive complex loaded on telomere:Okazaki fragment:Flap:RPA heterotrimer:dna2	nucleoplasm	Reactome DB_ID: 174442	Protein332	
Complex362	Processive complex loaded on telomere:Okazaki fragment:Flap:RPA heterotrimer:dna2	nucleoplasm	Reactome DB_ID: 174442	Complex361	
Complex363	Processive complex loaded on telomere:Okazaki fragments:Remaining Flap	nucleoplasm	Reactome DB_ID: 174440	SmallMolecule29	
Complex363	Processive complex loaded on telomere:Okazaki fragments:Remaining Flap	nucleoplasm	Reactome DB_ID: 174440	Complex119	
Complex363	Processive complex loaded on telomere:Okazaki fragments:Remaining Flap	nucleoplasm	Reactome DB_ID: 174440	PhysicalEntity47	
Complex363	Processive complex loaded on telomere:Okazaki fragments:Remaining Flap	nucleoplasm	Reactome DB_ID: 174440	Complex122	
Complex363	Processive complex loaded on telomere:Okazaki fragments:Remaining Flap	nucleoplasm	Reactome DB_ID: 174440	PhysicalEntity19	
Complex364	Processive complex loaded on telomere:nicked DNA from adjacent Okazaki fragments	nucleoplasm	Reactome DB_ID: 174432	SmallMolecule29	
Complex364	Processive complex loaded on telomere:nicked DNA from adjacent Okazaki fragments	nucleoplasm	Reactome DB_ID: 174432	Complex119	
Complex364	Processive complex loaded on telomere:nicked DNA from adjacent Okazaki fragments	nucleoplasm	Reactome DB_ID: 174432	Complex122	
Complex364	Processive complex loaded on telomere:nicked DNA from adjacent Okazaki fragments	nucleoplasm	Reactome DB_ID: 174432	PhysicalEntity48	
Complex365	Processive complex loaded on telomere:ligated C-strand Okazaki fragments	nucleoplasm	Reactome DB_ID: 176394	SmallMolecule29	
Complex365	Processive complex loaded on telomere:ligated C-strand Okazaki fragments	nucleoplasm	Reactome DB_ID: 176394	Complex119	
Complex365	Processive complex loaded on telomere:ligated C-strand Okazaki fragments	nucleoplasm	Reactome DB_ID: 176394	Complex122	
Complex365	Processive complex loaded on telomere:ligated C-strand Okazaki fragments	nucleoplasm	Reactome DB_ID: 176394	PhysicalEntity49	
Complex366	Extended And Processed Telomere End	nucleoplasm	Reactome DB_ID: 176706	SmallMolecule29	
Complex366	Extended And Processed Telomere End	nucleoplasm	Reactome DB_ID: 176706	PhysicalEntity49	
Complex367	Shelterin complex	nucleoplasm	Reactome DB_ID: 174898	Protein810	
Complex367	Shelterin complex	nucleoplasm	Reactome DB_ID: 174898	Protein809	
Complex367	Shelterin complex	nucleoplasm	Reactome DB_ID: 174898	Protein811	
Complex367	Shelterin complex	nucleoplasm	Reactome DB_ID: 174898	Protein812	
Complex367	Shelterin complex	nucleoplasm	Reactome DB_ID: 174898	Protein813	
Complex367	Shelterin complex	nucleoplasm	Reactome DB_ID: 174898	Protein814	
Complex368	Nucleosome	nucleoplasm	Reactome DB_ID: 181921	Protein815	
Complex368	Nucleosome	nucleoplasm	Reactome DB_ID: 181921	Protein777	
Complex368	Nucleosome	nucleoplasm	Reactome DB_ID: 181921	Protein792	
Complex368	Nucleosome	nucleoplasm	Reactome DB_ID: 181921	Protein774	
Complex369	Extended And Processed Telomere End and Associated DNA Binding and Packaging Protein Complex	nucleoplasm	Reactome DB_ID: 176703	Protein809	
Complex369	Extended And Processed Telomere End and Associated DNA Binding and Packaging Protein Complex	nucleoplasm	Reactome DB_ID: 176703	Complex367	
Complex369	Extended And Processed Telomere End and Associated DNA Binding and Packaging Protein Complex	nucleoplasm	Reactome DB_ID: 176703	Complex366	
Complex369	Extended And Processed Telomere End and Associated DNA Binding and Packaging Protein Complex	nucleoplasm	Reactome DB_ID: 176703	Complex368	
Complex37	Kinetochore:Mad1:MAD2* Complex	cytosol	Reactome DB_ID: 141432	Protein133	
Complex37	Kinetochore:Mad1:MAD2* Complex	cytosol	Reactome DB_ID: 141432	Complex35	
Complex370	Extended And Processed Telomere End and Associated DNA Binding and Packaging Protein Complex Folded Into Higher Order Structure	nucleoplasm	Reactome DB_ID: 182751	Protein809	
Complex370	Extended And Processed Telomere End and Associated DNA Binding and Packaging Protein Complex Folded Into Higher Order Structure	nucleoplasm	Reactome DB_ID: 182751	Complex367	
Complex370	Extended And Processed Telomere End and Associated DNA Binding and Packaging Protein Complex Folded Into Higher Order Structure	nucleoplasm	Reactome DB_ID: 182751	Complex371	
Complex370	Extended And Processed Telomere End and Associated DNA Binding and Packaging Protein Complex Folded Into Higher Order Structure	nucleoplasm	Reactome DB_ID: 182751	Complex368	
Complex371	Extended And Processed Telomere End Folded Into Higher Order Structure	nucleoplasm	Reactome DB_ID: 182752	PhysicalEntity50	
Complex371	Extended And Processed Telomere End Folded Into Higher Order Structure	nucleoplasm	Reactome DB_ID: 182752	PhysicalEntity49	
Complex372	Meiotic Cohesin Complex	nucleoplasm	Reactome DB_ID: 912384	Protein337	
Complex372	Meiotic Cohesin Complex	nucleoplasm	Reactome DB_ID: 912384	Protein338	
Complex372	Meiotic Cohesin Complex	nucleoplasm	Reactome DB_ID: 912384	Protein339	
Complex372	Meiotic Cohesin Complex	nucleoplasm	Reactome DB_ID: 912384	Protein340	
Complex372	Meiotic Cohesin Complex	nucleoplasm	Reactome DB_ID: 912384	Protein818	
Complex372	Meiotic Cohesin Complex	nucleoplasm	Reactome DB_ID: 912384	Protein341	
Complex372	Meiotic Cohesin Complex	nucleoplasm	Reactome DB_ID: 912384	Protein819	
Complex372	Meiotic Cohesin Complex	nucleoplasm	Reactome DB_ID: 912384	Protein820	
Complex373	Axial/Lateral Element of Synaptonemal Complex	nucleoplasm	Reactome DB_ID: 912338	Protein816	
Complex373	Axial/Lateral Element of Synaptonemal Complex	nucleoplasm	Reactome DB_ID: 912338	Protein817	
Complex373	Axial/Lateral Element of Synaptonemal Complex	nucleoplasm	Reactome DB_ID: 912338	Complex372	
Complex374	Telomere Bouquet	nuclear envelope	Reactome DB_ID: 912372	Complex373	
Complex374	Telomere Bouquet	nuclear envelope	Reactome DB_ID: 912372	Complex370	
Complex374	Telomere Bouquet	nuclear envelope	Reactome DB_ID: 912372	Protein821	
Complex374	Telomere Bouquet	nuclear envelope	Reactome DB_ID: 912372	Protein822	
Complex374	Telomere Bouquet	nuclear envelope	Reactome DB_ID: 912372	Protein823	
Complex374	Telomere Bouquet	nuclear envelope	Reactome DB_ID: 912372	Protein824	
Complex374	Telomere Bouquet	nuclear envelope	Reactome DB_ID: 912372	Protein825	
Complex374	Telomere Bouquet	nuclear envelope	Reactome DB_ID: 912372	Protein826	
Complex375	Synaptonemal Complex	nucleoplasm	Reactome DB_ID: 912422	Complex373	
Complex375	Synaptonemal Complex	nucleoplasm	Reactome DB_ID: 912422	Complex376	
Complex375	Synaptonemal Complex	nucleoplasm	Reactome DB_ID: 912422	Protein827	
Complex375	Synaptonemal Complex	nucleoplasm	Reactome DB_ID: 912422	Protein829	
Complex375	Synaptonemal Complex	nucleoplasm	Reactome DB_ID: 912422	Complex377	
Complex375	Synaptonemal Complex	nucleoplasm	Reactome DB_ID: 912422	Protein831	
Complex375	Synaptonemal Complex	nucleoplasm	Reactome DB_ID: 912422	Protein834	
Complex376	Central Element of Synaptonemal Complex	nucleoplasm	Reactome DB_ID: 912489	Protein828	
Complex376	Central Element of Synaptonemal Complex	nucleoplasm	Reactome DB_ID: 912489	Protein830	
Complex376	Central Element of Synaptonemal Complex	nucleoplasm	Reactome DB_ID: 912489	Protein833	
Complex377	Transverse Filament of Synaptonemal Complex	nucleoplasm	Reactome DB_ID: 912437	Protein832	
Complex378	Unsynapsed Chromatin	nucleoplasm	Reactome DB_ID: 975778	Complex373	
Complex378	Unsynapsed Chromatin	nucleoplasm	Reactome DB_ID: 975778	Complex379	
Complex378	Unsynapsed Chromatin	nucleoplasm	Reactome DB_ID: 975778	PhysicalEntity46	
Complex379	Nucleosome containing Histone H2A.x	nucleoplasm	Reactome DB_ID: 975775	Protein815	
Complex379	Nucleosome containing Histone H2A.x	nucleoplasm	Reactome DB_ID: 975775	Protein777	
Complex379	Nucleosome containing Histone H2A.x	nucleoplasm	Reactome DB_ID: 975775	Protein800	
Complex379	Nucleosome containing Histone H2A.x	nucleoplasm	Reactome DB_ID: 975775	Protein774	
Complex38	MAD2*CDC20 complex	cytosol	Reactome DB_ID: 141408	Protein133	
Complex38	MAD2*CDC20 complex	cytosol	Reactome DB_ID: 141408	Protein134	
Complex380	Synaptonemal:BRCA1 Complex	nucleoplasm	Reactome DB_ID: 912476	Protein835	
Complex380	Synaptonemal:BRCA1 Complex	nucleoplasm	Reactome DB_ID: 912476	Complex378	
Complex381	Synaptonemal:BRCA1:ATR Complex	nucleoplasm	Reactome DB_ID: 912463	Complex380	
Complex381	Synaptonemal:BRCA1:ATR Complex	nucleoplasm	Reactome DB_ID: 912463	Protein81	
Complex382	Unsynapsed Chromatin containing gamma-H2A.x	nucleoplasm	Reactome DB_ID: 975781	Complex373	
Complex382	Unsynapsed Chromatin containing gamma-H2A.x	nucleoplasm	Reactome DB_ID: 975781	Complex383	
Complex382	Unsynapsed Chromatin containing gamma-H2A.x	nucleoplasm	Reactome DB_ID: 975781	PhysicalEntity46	
Complex383	Nucleosome containing Histone gamma-H2A.x	nucleoplasm	Reactome DB_ID: 975776	Protein815	
Complex383	Nucleosome containing Histone gamma-H2A.x	nucleoplasm	Reactome DB_ID: 975776	Protein777	
Complex383	Nucleosome containing Histone gamma-H2A.x	nucleoplasm	Reactome DB_ID: 975776	Protein836	
Complex383	Nucleosome containing Histone gamma-H2A.x	nucleoplasm	Reactome DB_ID: 975776	Protein774	
Complex39	hBUBR1:hBUB3:MAD2*:CDC20 complex	cytosol	Reactome DB_ID: 141440	Protein133	
Complex39	hBUBR1:hBUB3:MAD2*:CDC20 complex	cytosol	Reactome DB_ID: 141440	Protein135	
Complex39	hBUBR1:hBUB3:MAD2*:CDC20 complex	cytosol	Reactome DB_ID: 141440	Protein134	
Complex39	hBUBR1:hBUB3:MAD2*:CDC20 complex	cytosol	Reactome DB_ID: 141440	Protein136	
Complex4	ubiquitinated phospho-COP1(ser-387)	cytosol	Reactome DB_ID: 349433	Protein9	
Complex4	ubiquitinated phospho-COP1(ser-387)	cytosol	Reactome DB_ID: 349433	Protein8	
Complex40	phosphorylated anaphase promoting complex (APC/C)	cytosol	Reactome DB_ID: 174191	Protein137	
Complex40	phosphorylated anaphase promoting complex (APC/C)	cytosol	Reactome DB_ID: 174191	Protein138	
Complex40	phosphorylated anaphase promoting complex (APC/C)	cytosol	Reactome DB_ID: 174191	Protein139	
Complex40	phosphorylated anaphase promoting complex (APC/C)	cytosol	Reactome DB_ID: 174191	Protein140	
Complex40	phosphorylated anaphase promoting complex (APC/C)	cytosol	Reactome DB_ID: 174191	Protein141	
Complex40	phosphorylated anaphase promoting complex (APC/C)	cytosol	Reactome DB_ID: 174191	Protein142	
Complex40	phosphorylated anaphase promoting complex (APC/C)	cytosol	Reactome DB_ID: 174191	Protein143	
Complex40	phosphorylated anaphase promoting complex (APC/C)	cytosol	Reactome DB_ID: 174191	Protein144	
Complex40	phosphorylated anaphase promoting complex (APC/C)	cytosol	Reactome DB_ID: 174191	Protein145	
Complex40	phosphorylated anaphase promoting complex (APC/C)	cytosol	Reactome DB_ID: 174191	Protein146	
Complex40	phosphorylated anaphase promoting complex (APC/C)	cytosol	Reactome DB_ID: 174191	Protein147	
Complex40	phosphorylated anaphase promoting complex (APC/C)	cytosol	Reactome DB_ID: 174191	Protein148	
Complex40	phosphorylated anaphase promoting complex (APC/C)	cytosol	Reactome DB_ID: 174191	Protein149	
Complex40	phosphorylated anaphase promoting complex (APC/C)	cytosol	Reactome DB_ID: 174191	Protein150	
Complex41	MCC:APC/C complex	cytosol	Reactome DB_ID: 141410	Complex39	
Complex41	MCC:APC/C complex	cytosol	Reactome DB_ID: 141410	Complex40	
Complex42	MuvB complex	nucleoplasm	Reactome DB_ID: 1362248	Protein151	
Complex42	MuvB complex	nucleoplasm	Reactome DB_ID: 1362248	Protein152	
Complex42	MuvB complex	nucleoplasm	Reactome DB_ID: 1362248	Protein153	
Complex42	MuvB complex	nucleoplasm	Reactome DB_ID: 1362248	Protein154	
Complex42	MuvB complex	nucleoplasm	Reactome DB_ID: 1362248	Protein155	
Complex43	p-MuvB complex	nucleoplasm	Reactome DB_ID: 1362259	Protein152	
Complex43	p-MuvB complex	nucleoplasm	Reactome DB_ID: 1362259	Protein153	
Complex43	p-MuvB complex	nucleoplasm	Reactome DB_ID: 1362259	Protein156	
Complex43	p-MuvB complex	nucleoplasm	Reactome DB_ID: 1362259	Protein154	
Complex43	p-MuvB complex	nucleoplasm	Reactome DB_ID: 1362259	Protein155	
Complex44	RBL2:E2F4/5:DP1/2	nucleoplasm	Reactome DB_ID: 1226089	Protein158	
Complex44	RBL2:E2F4/5:DP1/2	nucleoplasm	Reactome DB_ID: 1226089	Protein161	
Complex44	RBL2:E2F4/5:DP1/2	nucleoplasm	Reactome DB_ID: 1226089	Protein162	
Complex45	DREAM complex	nucleoplasm	Reactome DB_ID: 1362264	Complex44	
Complex45	DREAM complex	nucleoplasm	Reactome DB_ID: 1362264	Complex43	
Complex46	RBL1:E2F4:DP1/2	nucleoplasm	Reactome DB_ID: 1226088	Protein163	
Complex46	RBL1:E2F4:DP1/2	nucleoplasm	Reactome DB_ID: 1226088	Protein158	
Complex46	RBL1:E2F4:DP1/2	nucleoplasm	Reactome DB_ID: 1226088	Protein167	
Complex47	HDAC1:RBL1:E2F4:DP1/2	nucleoplasm	Reactome DB_ID: 1227668	Complex46	
Complex47	HDAC1:RBL1:E2F4:DP1/2	nucleoplasm	Reactome DB_ID: 1227668	Protein169	
Complex48	HDAC1:RBL2:E2F4/5:DP1/2	nucleoplasm	Reactome DB_ID: 1227666	Complex44	
Complex48	HDAC1:RBL2:E2F4/5:DP1/2	nucleoplasm	Reactome DB_ID: 1227666	Protein169	
Complex49	Cyclin E/A:Cdk2	nucleoplasm	Reactome DB_ID: 187496	Protein69	
Complex49	Cyclin E/A:Cdk2	nucleoplasm	Reactome DB_ID: 187496	PhysicalEntity9	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein24	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein25	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein26	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein27	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein28	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein29	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein30	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein31	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein32	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein33	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein34	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein35	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein36	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein37	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein38	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein39	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein40	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein41	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein42	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein43	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein44	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein45	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein46	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein47	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein48	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein49	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein50	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein51	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein52	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein53	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein54	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein55	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein56	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein57	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein58	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein59	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein60	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein61	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein62	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein63	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein64	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein65	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein66	
Complex5	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein67	
Complex50	RBL1:Cyclin E/A:CDK2	nucleoplasm	Reactome DB_ID: 1363310	Complex49	
Complex50	RBL1:Cyclin E/A:CDK2	nucleoplasm	Reactome DB_ID: 1363310	Protein167	
Complex51	RBL1:E2F4:DP1/2:Cyclin E/A:CDK2	nucleoplasm	Reactome DB_ID: 1363307	Complex46	
Complex51	RBL1:E2F4:DP1/2:Cyclin E/A:CDK2	nucleoplasm	Reactome DB_ID: 1363307	Complex49	
Complex52	RBL2:Cyclin E/A:CDK2	nucleoplasm	Reactome DB_ID: 1363301	Complex49	
Complex52	RBL2:Cyclin E/A:CDK2	nucleoplasm	Reactome DB_ID: 1363301	Protein161	
Complex53	RBL2:E2F4/5:DP1/2:Cyclin E/A:CDK2	nucleoplasm	Reactome DB_ID: 1363300	Complex49	
Complex53	RBL2:E2F4/5:DP1/2:Cyclin E/A:CDK2	nucleoplasm	Reactome DB_ID: 1363300	Complex44	
Complex54	Cyclin D:CDK4/6:p21/p27 complex	cytosol	Reactome DB_ID: 69210	Protein175	
Complex54	Cyclin D:CDK4/6:p21/p27 complex	cytosol	Reactome DB_ID: 69210	Protein178	
Complex54	Cyclin D:CDK4/6:p21/p27 complex	cytosol	Reactome DB_ID: 69210	Protein181	
Complex55	Cdk4/6:INK4A complex	cytosol	Reactome DB_ID: 182579	Protein185	
Complex55	Cdk4/6:INK4A complex	cytosol	Reactome DB_ID: 182579	Protein190	
Complex56	Cyclin D:Cdk4/6:p21/p27	nucleoplasm	Reactome DB_ID: 141298	Protein191	
Complex56	Cyclin D:Cdk4/6:p21/p27	nucleoplasm	Reactome DB_ID: 141298	Protein195	
Complex56	Cyclin D:Cdk4/6:p21/p27	nucleoplasm	Reactome DB_ID: 141298	Protein73	
Complex57	Cyclin D:phospho-CDK4/6:p21/p27	nucleoplasm	Reactome DB_ID: 69212	Protein191	
Complex57	Cyclin D:phospho-CDK4/6:p21/p27	nucleoplasm	Reactome DB_ID: 69212	Protein198	
Complex57	Cyclin D:phospho-CDK4/6:p21/p27	nucleoplasm	Reactome DB_ID: 69212	Protein73	
Complex58	CAK	nucleoplasm	Reactome DB_ID: 69221	Protein201	
Complex58	CAK	nucleoplasm	Reactome DB_ID: 69221	Protein202	
Complex58	CAK	nucleoplasm	Reactome DB_ID: 69221	Protein203	
Complex59	Rb-E2F1/2/3:DP-1 complex	nucleoplasm	Reactome DB_ID: 68644	Protein204	
Complex59	Rb-E2F1/2/3:DP-1 complex	nucleoplasm	Reactome DB_ID: 68644	Protein159	
Complex59	Rb-E2F1/2/3:DP-1 complex	nucleoplasm	Reactome DB_ID: 68644	Protein207	
Complex6	p-15-TP53 Tetramer:CDKN1A Gene	nucleoplasm	Reactome DB_ID: 3786257	Dna1	
Complex6	p-15-TP53 Tetramer:CDKN1A Gene	nucleoplasm	Reactome DB_ID: 3786257	Complex2	
Complex60	DP-1:E2F1/2/3	nucleoplasm	Reactome DB_ID: 1227905	Protein204	
Complex60	DP-1:E2F1/2/3	nucleoplasm	Reactome DB_ID: 1227905	Protein159	
Complex61	E2F4:DP1/2	nucleoplasm	Reactome DB_ID: 1362228	Protein163	
Complex61	E2F4:DP1/2	nucleoplasm	Reactome DB_ID: 1362228	Protein158	
Complex62	PP2A	nucleoplasm	Reactome DB_ID: 1363265	Protein210	
Complex62	PP2A	nucleoplasm	Reactome DB_ID: 1363265	Protein213	
Complex62	PP2A	nucleoplasm	Reactome DB_ID: 1363265	Protein216	
Complex63	E2F4/5:DP1/2	nucleoplasm	Reactome DB_ID: 1226072	Protein158	
Complex63	E2F4/5:DP1/2	nucleoplasm	Reactome DB_ID: 1226072	Protein162	
Complex64	SCF(Skp2):Cks1 complex	nucleoplasm	Reactome DB_ID: 187547	Protein220	
Complex64	SCF(Skp2):Cks1 complex	nucleoplasm	Reactome DB_ID: 187547	Complex65	
Complex65	SCF(Skp2) complex	nucleoplasm	Reactome DB_ID: 187541	Protein221	
Complex65	SCF(Skp2) complex	nucleoplasm	Reactome DB_ID: 187541	Protein222	
Complex65	SCF(Skp2) complex	nucleoplasm	Reactome DB_ID: 187541	Protein223	
Complex66	P-p130:SCF(Skp2):Cks1	nucleoplasm	Reactome DB_ID: 1363326	Complex64	
Complex66	P-p130:SCF(Skp2):Cks1	nucleoplasm	Reactome DB_ID: 1363326	Protein219	
Complex67	Ub-P-p130	nucleoplasm	Reactome DB_ID: 1363324	Protein224	
Complex67	Ub-P-p130	nucleoplasm	Reactome DB_ID: 1363324	Protein219	
Complex68	Cyclin E:Cdk2 complex	cytosol	Reactome DB_ID: 157594	Protein239	
Complex68	Cyclin E:Cdk2 complex	cytosol	Reactome DB_ID: 157594	Protein242	
Complex69	Cyclin E/A:Cdk2:p27/p21 complex	nucleoplasm	Reactome DB_ID: 187516	Complex49	
Complex69	Cyclin E/A:Cdk2:p27/p21 complex	nucleoplasm	Reactome DB_ID: 187516	Protein73	
Complex7	Cyclin E:Cdk2 complexes	nucleoplasm	Reactome DB_ID: 68374	Protein69	
Complex7	Cyclin E:Cdk2 complexes	nucleoplasm	Reactome DB_ID: 68374	Protein70	
Complex70	Cyclin E/A:Cdk2:phospho-p27/p21	nucleoplasm	Reactome DB_ID: 187522	Protein243	
Complex70	Cyclin E/A:Cdk2:phospho-p27/p21	nucleoplasm	Reactome DB_ID: 187522	Complex49	
Complex71	Cyclin E/A:Cdk2:phospho-p27/p21:SCF(Skp2):Cks1 complex	nucleoplasm	Reactome DB_ID: 187565	Complex64	
Complex71	Cyclin E/A:Cdk2:phospho-p27/p21:SCF(Skp2):Cks1 complex	nucleoplasm	Reactome DB_ID: 187565	Complex70	
Complex72	Cyclin E/A:Cdk2:multiubiquitinated phospho-p27/p21:SCF(Skp2):Cks1 complex	nucleoplasm	Reactome DB_ID: 187568	Complex71	
Complex72	Cyclin E/A:Cdk2:multiubiquitinated phospho-p27/p21:SCF(Skp2):Cks1 complex	nucleoplasm	Reactome DB_ID: 187568	Protein224	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein246	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein247	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein248	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein249	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein250	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein251	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein252	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein253	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein254	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein255	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein256	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein257	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein258	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein259	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein260	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein261	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein262	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein263	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein264	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein265	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein266	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein267	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein268	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein269	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein270	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein271	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein272	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein273	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein274	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein275	
